book_id,title,author,isbn,publication_year,category,source,summary,openlibrary_key,gutenberg_id,google_books_id,text_available,text_source
5d4de583f096,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,9780062407801,2016,Communication,curated_seed,"This international bestseller, with more than 5 million copies sold, offers a field-tested approach to high-stakes negotiations—whether in the boardroom, in your community, or at home. Life is a series of negotiations, and negotiation is at the heart of collaboration—whether you are a business executive, a salesperson, a parent , a community leader, or a spouse. As a former FBI hostage negotiator, Chris Voss gives you the tools to be effective in any situation: negotiating a business deal, buying (or selling) a car, negotiating a salary, acquiring a home, renegotiating rent, deliberating with your partner, or communicating with your children. Taking the power of persuasion, empathy, active listening, and intuition to the next level, Never Split the Difference gives you the competitive edge in any difficult conversation or challenging situation. This book is a masterclass in influencing others, no matter the circumstances. After a stint policing the rough streets of Kansas City, Chris Voss joined the FBI, where his career as a hostage negotiator brought him face-to-face with a range of criminals, including bank robbers and terrorists. Reaching the pinnacle of his profession, he became the FBI’s lead international kidnapping negotiator. Never Split the Difference distills the Voss method, revealing the skills that matter most when it comes to achieving your goals in both your professional and personal life. Step-by-step, Voss show you how to: Establish Rapport Create Trust with Tactical Empathy Gain the Permission to Persuade Shape What Is Fair Calibrate Questions Transform Conflict into Collaboration Spot Liars Create Breakthroughs by Revealing the Unknown Unknowns Never Split the Difference is your definitive source for defusing potential crises, winning people over, and achieving your goals at work and at home.",,,RmdqCgAAQBAJ,True,internet_archive
6e2de0044517,Nonviolent Communication: A Language of Life,Marshall B. Rosenberg,9781892005281,2015,Communication,curated_seed,"5,000,000 COPIES SOLD WORLDWIDE • TRANSLATED IN MORE THAN 35 LANGUAGES What is Violent Communication? If ""violent"" means acting in ways that result in hurt or harm, then much of how we communicate—judging others, bullying, having racial bias, blaming, finger pointing, discriminating, speaking without listening, criticizing others or ourselves, name-calling, reacting when angry, using political rhetoric, being defensive or judging who's ""good/bad"" or what's ""right/wrong"" with people—could indeed be called ""violent communication."" What is Nonviolent Communication? Nonviolent Communication is the integration of four things: • Consciousness: a set of principles that support living a life of compassion, collaboration, courage, and authenticity • Language: understanding how words contribute to connection or distance • Communication: knowing how to ask for what we want, how to hear others even in disagreement, and how to move toward solutions that work for all • Means of influence: sharing ""power with others"" rather than using ""power over others"" Nonviolent Communication serves our desire to do three things: • Increase our ability to live with choice, meaning, and connection • Connect empathically with self and others to have more satisfying relationships • Sharing of resources so everyone is able to benefit",,,A3qACgAAQBAJ,False,
37fc37568cf5,On Dialogue,David Bohm,9780415336413,2004,Communication,curated_seed,"Never before has there been a greater need for deeper listening and more open communication to cope with the complex problems facing our organizations, businesses and societies. Renowned scientist David Bohm believed there was a better way for humanity to discover meaning and to achieve harmony. He identified creative dialogue, a sharing of assumptions and understanding, as a means by which the individual, and society as a whole, can learn more about themselves and others, and achieve a renewed sense of purpose.",,,2ioeWVA3uS4C,False,
93e11b72428c,Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity,Kim Scott,9781250103505,2017,Communication,curated_seed,,,,,False,
58c7d0c56329,Reclaiming Conversation: The Power of Talk in a Digital Age,Sherry Turkle,9780143109792,2015,Communication,curated_seed,"“In a time in which the ways we communicate and connect are constantly changing, and not always for the better, Sherry Turkle provides a much needed voice of caution and reason to help explain what the f*** is going on.” —Aziz Ansari, author of Modern Romance Renowned media scholar Sherry Turkle investigates how a flight from conversation undermines our relationships, creativity, and productivity—and why reclaiming face-to-face conversation can help us regain lost ground. We live in a technological universe in which we are always communicating. And yet we have sacrificed conversation for mere connection. Preeminent author and researcher Sherry Turkle has been studying digital culture for over thirty years. Long an enthusiast for its possibilities, here she investigates a troubling consequence: at work, at home, in politics, and in love, we find ways around conversation, tempted by the possibilities of a text or an email in which we don’t have to look, listen, or reveal ourselves. We develop a taste for what mere connection offers. The dinner table falls silent as children compete with phones for their parents’ attention. Friends learn strategies to keep conversations going when only a few people are looking up from their phones. At work, we retreat to our screens although it is conversation at the water cooler that increases not only productivity but commitment to work. Online, we only want to share opinions that our followers will agree with – a politics that shies away from the real conflicts and solutions of the public square. The case for conversation begins with the necessary conversations of solitude and self-reflection. They are endangered: these days, always connected, we see loneliness as a problem that technology should solve. Afraid of being alone, we rely on other people to give us a sense of ourselves, and our capacity for empathy and relationship suffers. We see the costs of the flight from conversation everywhere: conversation is the cornerstone for democracy and in business it is good for the bottom line. In the private sphere, it builds empathy, friendship, love, learning, and productivity. But there is good news: we are resilient. Conversation cures. Based on five years of research and interviews in homes, schools, and the workplace, Turkle argues that we have come to a better understanding of where our technology can and cannot take us and that the time is right to reclaim conversation. The most human—and humanizing—thing that we do. The virtues of person-to-person conversation are timeless, and our most basic technology, talk, responds to our modern challenges. We have everything we need to start, we have each other. Turkle's latest book, The Empathy Diaries is available now.",,,POpJBgAAQBAJ,False,
0531bc521034,Supercommunicators: How to Unlock the Secret Language of Connection,Charles Duhigg,9780593243916,2024,Communication,curated_seed,"From the author of the global bestseller, The Power of Habit 'This is not just a riveting read about how to understand others better. It’s also a revealing look at how to be understood.' - ADAM GRANT If you want to improve your communication skills at work and in life, this book is the place the start.' - ARTHUR C. BROOKS Professor, Harvard Business School, and #1 New York Times bestselling author ___________________________________________________________ Who and what are supercommunicators? They're the people who can steer a conversation to a successful conclusion. They are able to talk about difficult topics without giving offence. They know how to make others feel at ease and share what they think. They're brilliant facilitators and decision-guiders. How do they do it? In this groundbreaking new book, Charles Duhigg unravels the secrets of the supercommunicators to reveal the art – and the science – of successful communication. He unpicks the different types of everyday conversation and pinpoints why some go smoothly while others swiftly fall apart. He reveals the conversational questions and gambits that bring people together. And he shows how even the most tricky of encounters can be turned around. In the process, he shows why a CIA operative was able to win over a reluctant spy, how a member of a jury got his fellow jurors to view an open-and-shut case differently, and what a doctor found they needed to do to engage with a vaccine sceptic. Above all, he reveals the techniques we can all master to successfully connect with others, however tricky the circumstances. Packed with fascinating case studies and drawing on cutting-edge research, this book will change the way you think about what you say, and how you say it. _______________________________________________________________ 'Charles Duhigg goes through a mountain of research – and some riveting stories – and unearths practical tactics to show that anyone can become a more effective listener, speaker, and even social media poster.' - DAVID EPSTEIN, bestselling author of Range and The Sports Gene",,,yIS_EAAAQBAJ,False,
9628926f9840,Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds,Carmine Gallo,9781250041128,2014,Communication,curated_seed,"Ideas are the currency of the twenty-first century. In order to succeed, you need to be able to sell your ideas persuasively. This ability is the single greatest skill that will help you accomplish your dreams. Many people have a fear of public speaking or are insecure about their ability to give a successful presentation. Now public speaking coach and bestselling author Carmine Gallo explores what makes a great presentation by examining the widely acclaimed TED Talks, which have redefined the elements of a successful presentation and become the gold standard for public speaking. TED ? which stands for technology, entertainment, and design ? brings together the world's leading thinkers. These are the presentations that set the world on fire, and the techniques that top TED speakers use will make any presentation more dynamic, fire up any team, and give anyone the confidence to overcome their fear of public speaking. In his book, Carmine Gallo has broken down hundreds of TED talks and interviewed the most popular TED presenters, as well as the top researchers in the fields of psychology, communications, and neuroscience to reveal the nine secrets of all successful TED presentations. Gallo's step-by-step method makes it possible for anyone to deliver a presentation that is engaging, persuasive, and memorable. Carmine Gallo's top 10 Wall Street Journal Bestseller Talk Like TED will give anyone who is insecure about their public speaking abilities the tools to communicate the ideas that matter most to them, the skill to win over hearts and minds, and the confidence to deliver the talk of their lives. The opinions expressed by Carmine Gallo in TALK LIKE TED are his own. His book is not endorsed, sponsored or authorized by TED Conferences, LLC or its affiliates.",,,3YzqAQAAQBAJ,False,
e56f492d5014,Thanks for the Feedback: The Science and Art of Receiving Feedback Well,Douglas Stone,9780670014668,2014,Communication,curated_seed,"The bestselling authors of the classic Difficult Conversations teach us how to turn evaluations, advice, criticisms, and coaching into productive listening and learning We swim in an ocean of feedback. Bosses, colleagues, customers—but also family, friends, and in-laws—they all have “suggestions” for our performance, parenting, or appearance. We know that feedback is essential for healthy relationships and professional development—but we dread it and often dismiss it. That’s because receiving feedback sits at the junction of two conflicting human desires. We do want to learn and grow. And we also want to be accepted just as we are right now. Thanks for the Feedback is the first book to address this tension head on. It explains why getting feedback is so crucial yet so challenging, and offers a powerful framework to help us take on life’s blizzard of off-hand comments, annual evaluations, and unsolicited advice with curiosity and grace. The business world spends billions of dollars and millions of hours each year teaching people how to give feedback more effectively. Stone and Heen argue that we’ve got it backwards and show us why the smart money is on educating receivers— in the workplace and in personal relationships as well. Coauthors of the international bestseller Difficult Conversations, Stone and Heen have spent the last ten years working with businesses, nonprofits, governments, and families to determine what helps us learn and what gets in our way. With humor and clarity, they blend the latest insights from neuroscience and psychology with practical, hard-headed advice. The book is destined to become a classic in the world of leadership, organizational behavior, and education.",,,bWw2AAAAQBAJ,False,
02a6834814e5,"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever",Michael Bungay Stanier,9780978440749,2016,Communication,curated_seed,"Coaching is an essential skill for leaders. But for most busy, overworked managers, coaching employees is done badly, or not at all. They're just too busy, and it's too hard to change. But what if managers could coach their people in 10 minutes or less? In Michael Bungay Stanier's The Coaching Habit, coaching becomes a regular, informal part of your day so managers and their teams can work less hard and have more impact. Coaching is an art and it's far easier said than done. It takes courage to ask a question rather than offer up advice, provide an answer, or unleash a solution. Giving another person the opportunity to find their own way, make their own mistakes, and create their own wisdom is both brave and vulnerable. It can also mean unlearning our ''fix it'' habits. In this practical and inspiring book, Michael shares seven transformative questions that can make a difference in how we lead and support. And, he guides us through the tricky part - how to take this new information and turn it into habits and a daily practice. -Brené Brown, author of Rising Strong and Daring Greatly Drawing on years of experience training more than 10,000 busy managers from around the globe in practical, everyday coaching skills, Bungay Stanier reveals how to unlock your peoples' potential. He unpacks seven essential coaching questions to demonstrate how---by saying less and asking more--you can develop coaching methods that produce great results. - Get straight to the point in any conversation with The Kickstart Question - Stay on track during any interaction with The AWE Question - Save hours of time for yourself with The Lazy Question, and hours of time for others with The Strategic Question - Get to the heart of any interpersonal or external challenge with The Focus Question and The Foundation Question - Finally, ensure others find your coaching as beneficial as you do with The Learning Question A fresh, innovative take on the traditional how-to manual, the book combines insider information with research based in neuroscience and behavioural economics, together with interactive training tools to turn practical advice into practiced habits. Dynamic question-and-answer sections help identify old habits and kick-start new behaviour, making sure you get the most out of all seven chapters. Witty and conversational, The Coaching Habit takes your work--and your workplace--from good to great.",,,EGFPDAAAQBAJ,False,
cc36fb26b7cd,You're Not Listening: What You're Missing and Why It Matters,Kate Murphy,9781250297198,2020,Communication,curated_seed,"When was the last time you listened to someone, or someone really listened to you? ""If you’re like most people, you don’t listen as often or as well as you’d like. There’s no one better qualified than a talented journalist to introduce you to the right mindset and skillset—and this book does it with science and humor."" -Adam Grant, #1 New York Times bestselling author of Originals and Give and Take **Hand picked by Malcolm Gladwell, Adam Grant, Susan Cain, and Daniel Pink for Next Big Ideas Club** ""An essential book for our times."" -Lori Gottlieb, New York Times bestselling author of Maybe You Should Talk to Someone At work, we’re taught to lead the conversation. On social media, we shape our personal narratives. At parties, we talk over one another. So do our politicians. We’re not listening. And no one is listening to us. Despite living in a world where technology allows constant digital communication and opportunities to connect, it seems no one is really listening or even knows how. And it’s making us lonelier, more isolated, and less tolerant than ever before. A listener by trade, New York Times contributor Kate Murphy wanted to know how we got here. In this always illuminating and often humorous deep dive, Murphy explains why we’re not listening, what it’s doing to us, and how we can reverse the trend. She makes accessible the psychology, neuroscience, and sociology of listening while also introducing us to some of the best listeners out there (including a CIA agent, focus group moderator, bartender, radio producer, and top furniture salesman). Equal parts cultural observation, scientific exploration, and rousing call to action that's full of practical advice, You're Not Listening is to listening what Susan Cain's Quiet was to introversion. It’s time to stop talking and start listening.",,,7CaZDwAAQBAJ,False,
d25f0880d9a7,Conflict Management for Managers,Susan S. Raines,9781118415481,2012,Conflict Resolution,google_books,"“Raines masterfully blends the latest empirical research on workplace conflict with practical knowledge, skills, and tools to effectively manage and prevent a wide range of conflict episodes. This is a highly applicable ‘top shelf book’ that will assist anyone from the aspiring manager to top level management and leadership in the public, private, and nonprofit sectors. It will also be a fast favorite of professors, trainers, and students of business and conflict management.” - Brian Polkinghorn, Distinguished Professor, Center for Conflict Resolution, Salisbury University. “With her broad dispute resolution, teaching, and editing experience, Susan Raines is uniquely qualified to organize what is known about conflict management in the workplace. She has succeeded in providing private, public, and nonprofit managers with accessible concepts and tools to deal effectively with the internal and external conflicts they must confront every day. Essential reading for all managers!” - Alan E. Gross, senior director, training coordinator, New York Peace Institute “After reading an advance copy of Raine’s impressive book, I can’t wait to begin to use it as a seminal text in my classes in organizational conflict. I am amazed at her ability to cover so well such disparate subjects as systems design, public policy disputes, small and large group processes, customer conflicts, conflicts in a unionized environment, and conflicts within regulatory contexts. Her user-friendly writing style is enhanced by her salient examples of exemplary and mistake-laden practices within public and private sector organizations. A ‘must-read’ for scholars, students, and practitioners interested in organizational conflict.” - Neil H. Katz, professor, Conflict Analysis and Resolution, Nova-Southeastern University “Conflict management skills are essential to a manager’s success. Raines, a leading scholar and practitioner, provides a comprehensive and strategic new guide to these critical skills and how to use them in any organization.” - Lisa Blomgren Bingham, Keller-Runden Professor of Public Service, School of Public and Environmental Affairs, Indiana University",,,xSFHAAAAQBAJ,False,
514fc0e93119,Conflict Resolution for Holy Beings: Poems,Joy Harjo,9780393353631,2015,Conflict Resolution,curated_seed,"A musical, magical, resilient volume from the first Native American Poet Laureate of the United States. In these poems, the joys and struggles of the everyday are played against the grinding politics of being human. Beginning in a hotel room in the dark of a distant city, we travel through history and follow the memory of the Trail of Tears from the bend in the Tallapoosa River to a place near the Arkansas River. Stomp dance songs, blues, and jazz ballads echo throughout. Lost ancestors are recalled. Resilient songs are born, even as they grieve the loss of their country. Called a ""magician and a master"" (San Francisco Chronicle), Joy Harjo is at the top of her form in Conflict Resolution for Holy Beings. Finalist for the Griffin Poetry Prize",,,u-lwBgAAQBAJ,False,
b4f5a3945c0a,Construction Conflict Management and Resolution,Peter Fenn,9780419181408,1992,Conflict Resolution,google_books,"This book brings together over 40 papers presented at the 1992 International Construction Conflict Management & Resolution Conference held in Manchester, UK. Six themes are covered, including alternative dispute resolution, conflict management, claims procedures, litigation and arbitration, international construction, and education and the future. With papers from arbitrators, architects, barristers, civil engineers, chartered surveyors and solicitors, this book represents the first multi-disciplinary body of knowledge on Construction Conflict and will act as a unique source of reference for both legal and construction professionals.",,,kdWgzDmYP5cC,True,internet_archive
53e6c2428ed7,Crucial Accountability: Tools for Resolving Violated Expectations,Kerry Patterson,9780071829311,2013,Conflict Resolution,curated_seed,"Hold anyone accountable. Master performance discussions. Get RESULTS. Behind the problems that routinely plague our organizations and families, you'll find individuals who are either unwilling or unable to deal with broken promises. Colleagues break a rule, coworkers miss a deadline, friends fail to live up to commitments (or just plain behave badly), and nobody says a word. Nobody holds anyone accountable. With repeated infractions, individuals become increasingly upset until they finally do speak their minds, but they do so poorly--often creating whole new sets of problems. Research proves that mishandled disappointments aren't just morale killers, they're institution killers--diminishing organizational performance by 20 to 50 percent and accounting for up to 90 percent of all divorces. Drawing from 10,000 hours of observations, Crucial Accountability teaches you how to deal with common infractions such as: An employee speaks to you in an insulting tone that crosses the line between sarcasm and insubordination. Now what? Your boss just demanded that you meet a deadline you know you can't meet--and he clearly doesn't want to hear complaints about it. Your son walks through the door sporting colorful new body art that raises your blood pressure by 40 points. Speak now or pay later. Family members fret over how to tell Granddad that he should no longer drive his car. This is going to get ugly. A nurse worries about what to say to an abusive physician. She quickly remembers ""how things work around here"" and decides not to say anything. Everyone knows how to run for cover, or, if sufficiently provoked, step up to problems in a way that causes a real ruckus. Crucial Accountability teaches you how to deal with violated expectations in a way that solves the problem at hand without harming the relationship--and, in fact, even strengthens it. Broken promises, missed deadlines, poor behavior--they don't just make others’ lives miserable; they can sap up to 50 percent of organizational performance and account for the vast majority of divorces. Crucial Accountability offers the tools for improving relationships in the workplace and in life and for resolving all these problems--permanently. PRAISE FOR CRUCIAL ACCOUNTABILITY: ""Revolutionary ideas ... opportunities for breakthrough ..."" -- Stephen R. Covey, author of The 7 Habits of Highly Effective People ""Unleash the true potential of a relationship or organization and move it to the next level."" -- Ken Blanchard, coauthor of The One Minute Manager ""The most recommended and most effective resource in my library."" -- Stacey Allerton Firth, Vice President, Human Resources, Ford of Canada ""Brilliant strategies for those difficult discussions at home and in the workplace."" -- Soledad O'Brien, CNN news anchor and producer ""This book is the real deal.... Read it, underline it, learn from it. It's a gem."" -- Mike Murray, VP Human Resources and Administration (retired), Microsoft",,,U7TTlwEACAAJ,False,
6b7d176fc955,"Emotional Blackmail: When the People in Your Life Use Fear, Obligation, and Guilt to Manipulate You",Susan Forward,9780060928971,1997,Conflict Resolution,curated_seed,,,,,False,
3a0a04cbfe0a,Fierce Conversations: Achieving Success at Work and in Life One Conversation at a Time,Susan Scott,9780425193372,2004,Conflict Resolution,curated_seed,"Fully revised and updated—the national bestselling communication skills guide that will help you achieve personal and professional success one conversation at a time. The master teacher of positive change through powerful communication, Susan Scott wants you to succeed. To do that, she explains, you must transform everyday conversations at work and at home with effective ways to get your message across—and get what you want. In this guide, which includes a workbook and The Seven Principles of Fierce Conversations, Scott teaches you how to: • Overcome barriers to meaningful communication • Expand and enrich relationships with colleagues, friends, and family • Increase clarity and improve understanding • Handle strong emotions—on both sides of the table • Connect with colleagues, customers and family at a deep level Includes a Foreword by Ken Blanchard, the bestselling co-author of The One Minute Manager",,,DniF6DuC8XsC,False,
a2bb955f148c,Handbook of Conflict Management,William J. Pammer,9780824742577,2003,Conflict Resolution,google_books,"The Handbook of Conflict Management cuts across theoretical perspectives, strategic models, and situational contexts as the first all-encompassing conflict management reference. A young field in both research and practice, this foundational text sets precedents for furthering academic study and real-world progress in managing diverse instances of conflict. It draws on more than 600 references to probe sources of conflict and to prescribe means of reducing tension in organizational, institutional, and community settings. Introducing core themes and issues into the dialogue, the handbook provides techniques to promote peaceful negotiation, cooperation, and consensus.",,,iVc4aoGD_nwC,False,
1951390ba5ea,Handbook of Family Measurement Techniques: Abstracts,John Touliatos,9780803972506,2000,Conflict Resolution,google_books,This three-volume handbook represents a significant and indispensable reference tool for those studying the family. Vol. 1 contains full abstracts of 504 instruments plus abbreviated descriptions of another 472. Basic scale construction issues can be examined through the combined use of Vol. 2 & 3. An excellent reference tool that will fulfil researchers and clinicians need for quality instrumentation.,,,Ip0VA5O3KmIC,False,
0d8a41d33e49,High Conflict: Why We Get Trapped and How We Get Out,Amanda Ripley,9781982128562,2021,Conflict Resolution,curated_seed,"""In the tradition of bestselling explainers like The Tipping Point, [this] book [is] based on cutting edge science that breaks down the idea of extreme conflict--the kind that paralyzes people and places--and then shows how to escape it""--",,,P8snEAAAQBAJ,False,
c132e53f40db,Inter-ethnic and Religious Conflict Resolution in Nigeria,Ernest E. Uwazie,9780739100332,1999,Conflict Resolution,google_books,"Since 1982, Nigeria has experienced more than ten large scale ethnic or religious riots in its major cities. These violent clashes have wreaked economic, political, and social havoc; caused an enormous number of deaths and injuries; and posed serious obstacles to Nigeria's sociopolitical development as well as retarded efforts at nation-building. The papers collected in this book serve as a critical part of an overall objective to develop and promote mechanisms for the understanding and resolution of ethnic and religious conflicts in Nigeria. Both academic and community leaders address various aspects of these conflicts, and Uwazie offers several thoughtful options for their successful resolution. Inter-Ethnic and Religious Conflict Resolution in Nigeria will interest students of African history and current affairs, scholars of anthropology and ethnicity studies, and those involved in international relations and peace studies.",,,GmmA9dcYaGgC,True,internet_archive
519893ca0276,"International Crisis Management: NATO, EU, OSCE and Civil Society",Oleksandr Tytarchuk,9781614996415,2016,Conflict Resolution,google_books,"Since the end of the Cold War, numerous conflicts have emerged within the Euro-Atlantic and Eurasian space which have affected international relations and highlighted the need for effective strategies for conflict resolution and management. This book presents papers delivered at the NATO Advanced Research Workshop (ARW), Best Practices and Lessons Learned in Conflict Management, held in Bratislava, Slovak Republic, in June 2015. The authors of these texts are recognized authorities within their fields of expertise. Issues raised by the conflict in Ukraine were the main focus of the workshop, as they are of this book, but it also contains valuable information about situations in other countries such as the Republic of Moldova, Afghanistan, Bosnia and Herzegovina, and Belarus. The book presents an analysis of the theoretical background of conflict management and its relevance for multilateral security institutions. It explores various approaches to conflict management, discusses possible future developments, examines new aspects of conflict resolution and outlines the role of international organizations and civil society in these processes. Providing an overview of current thought in the field, this book will be of interest to all those involved in or connected with the processes of conflict management and resolution.",,,RLktDAAAQBAJ,False,
